Date,Price,Daily_Return,Golden_Cross,EMA_crossover,RSI_14,MACD_Hist,ROC_5,BB_Width,BB_Pct,ATR_Pct,HV_20,Vol_Ratio
2016-02-15,31928.15,1.4746619645971792,0,1,49.65062112717785,78.45496964115216,-2.3789664473607752,0.08052625830631933,0.6522149180089224,1.3059035900364149,14.8739180205911,0.6772052971790746
2016-02-16,31673.16,-0.7986369395032278,0,0,45.805830734601386,52.078364284944755,-2.376511055905217,0.0756847007431589,0.5331997118669185,1.3726619303891676,14.443331051675651,1.3215787205795009
2016-02-17,31469.7,-0.6423735427724897,0,0,42.94803085620113,20.891069910857993,-2.0995445889961606,0.07427436007189041,0.43912775633872875,1.3547105783502327,13.80593914299631,0.7811266317995359
2016-02-18,31282.44,-0.5950485705297548,0,0,40.446842839481356,-10.690350455763337,-1.6910460978977748,0.07060586581989899,0.3406301311514482,1.3765472713288092,13.403922061600923,0.9965905800740973
2016-02-19,31011.77,-0.865245805634085,0,0,37.08497340968308,-46.16191698547644,-1.437794620927424,0.06817296085796246,0.20354689211954985,1.3533159538944801,13.82101858657521,0.8396484690912794
2016-02-22,30677.68,-1.0773006506884286,0,0,33.39528719104996,-86.15437752700655,-3.9165125445727367,0.07093012350500155,0.07211775186778392,1.3869223493944796,14.181547214546745,0.7588994811149994
2016-02-23,30564.5,-0.3689327224222993,0,0,32.225564558270335,-112.58965261728952,-3.5003138303850934,0.07564992595074226,0.06163674644499115,1.4533250017818846,14.136202714797022,1.3133807590072435
2016-02-24,30786.6,0.726660014068603,0,0,36.8966086103744,-107.48836479296324,-2.170659396181096,0.07781946437549554,0.1698376772381306,1.4336886312454364,14.420461215432272,0.9974137224842308
2016-02-25,30802.53,0.0517432909122872,0,0,37.2307627199181,-95.80028825899896,-1.5341194612696452,0.07990021080943419,0.1905174235492473,1.3387886847630373,14.416691424097039,0.9061367402263585
2016-02-26,31294.08,1.5958104740097845,0,0,46.62329093178594,-50.025142954372825,0.9103317869312288,0.07952400952960077,0.38278244970790387,1.366684523375161,15.507087357333319,0.9184155631619587
2016-02-29,31369.51,0.2410360042538251,0,0,47.91136177891445,-11.726280925234846,2.2551574956124476,0.07932203661817294,0.4111827227908927,1.2731954319559224,15.48479574012922,0.8421238313635562
